'sample #','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
617,-3361,8486,-4158,-3435,2208,3072,-4395,-7757,-3159,-6027,-7852,-12260,-9485,-6888,-12522,-17990,-4318,-1500,-1620,-3002,1129,0
618,-3280,9144,-4354,-3383,2393,3306,-4636,-6379,-2784,-5316,-8517,-10673,-9674,-5064,-12498,-16172,-4270,-685,-1435,-3607,-4966,0
619,-3447,9455,-4620,-3445,2352,3280,-4974,-4958,-2606,-4697,-9240,-8818,-9834,-3175,-12395,-14235,-4308,-92,-1351,-3977,-10591,0
620,-3899,9326,-4949,-3666,2097,2962,-5450,-3604,-2685,-4226,-10035,-6806,-10033,-1371,-12289,-12277,-4482,227,-1403,-4054,-15395,0
621,-4614,8751,-5328,-4044,1686,2381,-6063,-2406,-3037,-3929,-10889,-4767,-10317,220,-12244,-10396,-4805,275,-1600,-3833,-19168,0
622,-5515,7816,-5727,-4537,1203,1610,-6767,-1422,-3623,-3797,-11766,-2832,-10699,1514,-12298,-8664,-5248,106,-1918,-3353,-21852,0
623,-6483,6685,-6109,-5074,741,757,-7479,-674,-4357,-3800,-12611,-1107,-11149,2485,-12452,-7117,-5752,-200,-2314,-2686,-23530,0
624,-7384,5554,-6438,-5581,372,-67,-8104,-160,-5128,-3901,-13356,337,-11607,3153,-12667,-5748,-6250,-563,-2730,-1913,-24381,0
625,-8104,4609,-6688,-6003,131,-761,-8564,142,-5831,-4076,-13929,1471,-11994,3580,-12877,-4513,-6688,-927,-3118,-1107,-24630,0
626,-8577,3976,-6852,-6318,4,-1247,-8819,262,-6385,-4321,-14270,2306,-12241,3842,-13007,-3344,-7038,-1272,-3449,-319,-24501,0
627,-8795,3701,-6947,-6533,-59,-1477,-8880,236,-6759,-4633,-14339,2884,-12300,4018,-12985,-2164,-7301,-1613,-3710,433,-24187,0
628,-8802,3746,-7005,-6669,-129,-1420,-8795,112,-6960,-5007,-14123,3272,-12159,4180,-12760,-906,-7490,-1975,-3900,1157,-23836,0
629,-8673,4020,-7061,-6743,-280,-1066,-8625,-55,-7026,-5417,-13644,3552,-11832,4387,-12305,471,-7613,-2379,-4014,1879,-23549,0
630,-8487,4406,-7139,-6752,-578,-417,-8416,-208,-7004,-5814,-12950,3796,-11349,4690,-11613,1987,-7666,-2815,-4030,2629,-23389,0
631,-8300,4808,-7248,-6673,-1066,511,-8180,-292,-6928,-6137,-12107,4063,-10740,5123,-10698,3625,-7625,-3239,-3910,3419,-23380,0
632,-8136,5162,-7372,-6473,-1763,1672,-7893,-278,-6813,-6331,-11188,4375,-10026,5700,-9591,5335,-7460,-3577,-3607,4227,-23510,0
633,-7990,5450,-7489,-6132,-2662,2990,-7498,-176,-6654,-6371,-10259,4712,-9213,6399,-8335,7035,-7152,-3746,-3085,4988,-23740,0
634,-7844,5679,-7573,-5656,-3719,4352,-6942,-42,-6439,-6270,-9372,5009,-8300,7161,-6986,8614,-6709,-3677,-2334,5594,-24008,0
635,-7680,5865,-7610,-5092,-4856,5616,-6191,46,-6164,-6080,-8557,5171,-7285,7888,-5614,9946,-6176,-3336,-1380,5912,-24246,0
636,-7492,6018,-7603,-4513,-5958,6630,-5244,-1,-5838,-5869,-7825,5103,-6177,8470,-4293,10905,-5630,-2734,-285,5813,-24401,0
637,-7289,6131,-7561,-4008,-6886,7265,-4145,-250,-5490,-5704,-7170,4734,-4996,8800,-3092,11381,-5156,-1927,868,5201,-24449,0
638,-7085,6189,-7498,-3653,-7501,7434,-2962,-728,-5155,-5625,-6575,4037,-3774,8807,-2063,11313,-4836,-1005,1994,4041,-24400,0
639,-6891,6176,-7422,-3497,-7684,7121,-1771,-1410,-4866,-5646,-6017,3040,-2552,8463,-1236,10679,-4720,-65,3017,2367,-24300,0
640,-6714,6077,-7329,-3558,-7370,6379,-630,-2242,-4640,-5758,-5474,1807,-1377,7785,-618,9512,-4829,797,3876,281,-24204,0
641,-6552,5882,-7208,-3825,-6556,5312,428,-3160,-4477,-5949,-4928,415,-301,6814,-200,7888,-5155,1506,4523,-2075,-24166,0
642,-6409,5578,-7054,-4279,-5311,4054,1404,-4119,-4365,-6223,-4368,-1066,627,5601,37,5909,-5679,2010,4914,-4549,-24210,0
643,-6296,5150,-6871,-4900,-3759,2741,2318,-5104,-4286,-6605,-3797,-2592,1354,4182,108,3688,-6377,2288,5012,-7005,-24331,0
644,-6234,4588,-6684,-5671,-2061,1494,3201,-6133,-4235,-7138,-3231,-4142,1845,2577,22,1332,-7227,2342,4785,-9336,-24493,0
645,-6241,3905,-6528,-6572,-386,418,4072,-7228,-4216,-7860,-2695,-5705,2063,804,-215,-1060,-8203,2198,4228,-11471,-24647,0
646,-6321,3152,-6444,-7566,1112,-403,4932,-8402,-4247,-8785,-2219,-7260,2002,-1111,-593,-3405,-9257,1901,3371,-13360,-24751,0
647,-6451,2427,-6460,-8589,2313,-899,5755,-9629,-4352,-9888,-1829,-8767,1685,-3110,-1092,-5629,-10319,1508,2286,-14966,-24778,0
648,-6584,1861,-6586,-9552,3143,-1029,6492,-10848,-4551,-11101,-1539,-10163,1150,-5105,-1669,-7663,-11297,1072,1079,-16258,-24725,0
649,-6662,1585,-6812,-10361,3574,-796,7073,-11973,-4862,-12333,-1342,-11380,464,-6981,-2265,-9443,-12094,631,-132,-17217,-24609,0
650,-6643,1685,-7116,-10943,3619,-265,7421,-12919,-5292,-13487,-1218,-12357,-302,-8625,-2807,-10907,-12643,200,-1246,-17842,-24454,0
651,-6521,2169,-7472,-11273,3321,434,7460,-13625,-5850,-14490,-1131,-13057,-1082,-9945,-3222,-12001,-12922,-233,-2200,-18158,-24281,0
652,-6330,2954,-7860,-11376,2748,1126,7142,-14067,-6534,-15299,-1046,-13476,-1817,-10891,-3455,-12684,-12967,-701,-2981,-18214,-24102,0
653,-6139,3885,-8267,-11322,1980,1640,6464,-14260,-7332,-15902,-935,-13631,-2468,-11458,-3478,-12937,-12859,-1224,-3617,-18074,-23919,0
654,-6018,4779,-8678,-11192,1111,1855,5491,-14237,-8211,-16305,-786,-13551,-3012,-11680,-3302,-12773,-12687,-1802,-4153,-17796,-23730,0
655,-6011,5480,-9068,-11047,243,1739,4358,-14031,-9100,-16510,-606,-13260,-3436,-11615,-2977,-12240,-12519,-2390,-4626,-17420,-23535,0
656,-6116,5901,-9394,-10902,-516,1364,3264,-13660,-9898,-16509,-419,-12771,-3738,-11315,-2583,-11420,-12370,-2903,-5044,-16957,-23338,0
657,-6283,6037,-9604,-10724,-1065,874,2424,-13123,-10486,-16279,-258,-12088,-3920,-10831,-2214,-10421,-12208,-3233,-5381,-16394,-23147,0
658,-6432,5952,-9644,-10454,-1326,436,2023,-12408,-10754,-15799,-160,-11212,-3993,-10194,-1963,-9359,-11965,-3280,-5592,-15706,-22968,0
659,-6490,5752,-9484,-10037,-1260,182,2157,-11508,-10635,-15058,-164,-10155,-3977,-9428,-1905,-8348,-11582,-2983,-5634,-14883,-22806,0
660,-6416,5542,-9133,-9454,-885,174,2797,-10435,-10129,-14080,-296,-8951,-3911,-8554,-2089,-7478,-11033,-2339,-5492,-13931,-22653,0
661,-6215,5406,-8644,-8741,-276,394,3787,-9231,-9316,-12926,-576,-7653,-3847,-7597,-2531,-6810,-10350,-1411,-5190,-12886,-22498,0
662,-5936,5389,-8106,-7980,448,762,4884,-7955,-8335,-11690,-1008,-6331,-3849,-6591,-3222,-6369,-9612,-315,-4786,-11793,-22328,0
663,-5651,5504,-7618,-7275,1152,1180,5816,-6679,-7354,-10479,-1582,-5051,-3987,-5568,-4124,-6150,-8923,807,-4358,-10699,-22134,0
664,-5430,5742,-7265,-6725,1715,1566,6361,-5465,-6525,-9395,-2271,-3865,-4313,-4558,-5185,-6111,-8382,1820,-3973,-9627,-21912,0
665,-5316,6078,-7094,-6393,2061,1871,6401,-4356,-5948,-8510,-3035,-2794,-4855,-3576,-6333,-6188,-8050,2616,-3667,-8574,-21671,0
666,-5320,6484,-7106,-6293,2168,2088,5955,-3367,-5652,-7859,-3822,-1826,-5596,-2620,-7485,-6287,-7941,3138,-3440,-7513,-21426,0
667,-5413,6934,-7257,-6393,2073,2236,5162,-2491,-5593,-7432,-4572,-927,-6474,-1671,-8551,-6299,-8019,3382,-3254,-6407,-21196,0
668,-5544,7401,-7474,-6626,1850,2347,4247,-1700,-5672,-7181,-5226,-46,-7383,-694,-9439,-6107,-8217,3402,-3048,-5227,-20996,0
669,-5650,7864,-7674,-6908,1591,2454,3458,-970,-5768,-7029,-5730,865,-8194,344,-10066,-5607,-8452,3298,-2752,-3966,-20838,0
670,-5675,8303,-7781,-7160,1384,2583,3011,-264,-5763,-6889,-6040,1836,-8770,1474,-10369,-4730,-8648,3195,-2306,-2642,-20722,0
671,-5579,8696,-7741,-7314,1301,2756,3041,443,-5569,-6676,-6128,2878,-8996,2713,-10315,-3455,-8745,3225,-1661,-1299,-20640,0
672,-5348,9017,-7526,-7331,1390,2985,3584,1167,-5141,-6321,-5984,3981,-8799,4058,-9904,-1825,-8706,3497,-787,3,-20575,0
673,-4998,9237,-7133,-7195,1672,3265,4574,1912,-4479,-5784,-5624,5111,-8161,5483,-9169,65,-8523,4071,322,1200,-20508,0
674,-4571,9323,-6593,-6925,2139,3570,5866,2665,-3630,-5061,-5080,6218,-7120,6945,-8169,2074,-8216,4955,1648,2225,-20419,0
675,-4125,9250,-5958,-6562,2756,3845,7268,3391,-2675,-4185,-4409,7229,-5764,8379,-6979,4051,-7833,6084,3138,3012,-20298,0
676,-3727,9010,-5306,-6174,3448,4015,8585,4029,-1724,-3225,-3677,8050,-4220,9702,-5682,5842,-7441,7346,4704,3495,-20145,0
677,-3438,8623,-4728,-5840,4111,4002,9650,4496,-894,-2280,-2956,8571,-2637,10816,-4364,7330,-7119,8600,6228,3607,-19973,0
678,-3300,8134,-4315,-5639,4617,3751,10357,4696,-300,-1462,-2317,8683,-1166,11619,-3112,8412,-6946,9700,7574,3294,-19804,0
679,-3336,7601,-4142,-5638,4835,3244,10674,4541,-28,-887,-1818,8298,60,12013,-2008,9031,-6984,10532,8618,2525,-19664,0
680,-3542,7082,-4252,-5871,4663,2519,10640,3975,-124,-642,-1500,7380,942,11928,-1122,9159,-7263,11025,9267,1312,-19576,0
681,-3895,6618,-4641,-6338,4054,1658,10347,2992,-578,-775,-1378,5966,1437,11337,-502,8803,-7774,11167,9489,-286,-19550,0
682,-4355,6218,-5257,-6995,3043,773,9920,1649,-1319,-1282,-1432,4167,1561,10275,-158,8003,-8465,11000,9320,-2167,-19585,0
683,-4869,5869,-6002,-7763,1750,-27,9488,59,-2231,-2098,-1607,2145,1401,8833,-59,6833,-9249,10608,8856,-4191,-19659,0
684,-5373,5541,-6753,-8542,365,-658,9154,-1631,-3166,-3114,-1817,86,1086,7143,-132,5393,-10025,10095,8231,-6219,-19744,0
685,-5801,5213,-7383,-9233,-890,-1082,8982,-3271,-3978,-4197,-1953,-1851,768,5357,-281,3792,-10696,9566,7587,-8134,-19800,0
686,-6093,4878,-7787,-9757,-1814,-1310,8988,-4735,-4554,-5222,-1908,-3559,585,3610,-408,2126,-11191,9101,7038,-9863,-19794,0
687,-6202,4555,-7899,-10072,-2275,-1387,9141,-5948,-4833,-6097,-1603,-4998,620,1995,-444,464,-11477,8748,6651,-11380,-19703,0
688,-6105,4280,-7706,-10175,-2241,-1375,9376,-6884,-4813,-6783,-1010,-6183,885,545,-368,-1167,-11560,8520,6434,-12698,-19518,0
689,-5811,4097,-7246,-10101,-1781,-1329,9612,-7566,-4551,-7292,-166,-7153,1318,-754,-214,-2777,-11481,8396,6342,-13848,-19249,0
690,-5354,4045,-6597,-9907,-1043,-1282,9772,-8042,-4143,-7678,830,-7953,1798,-1953,-54,-4394,-11295,8339,6297,-14858,-18917,0
691,-4795,4142,-5862,-9659,-205,-1245,9795,-8374,-3704,-8013,1835,-8614,2180,-3113,13,-6045,-11064,8300,6200,-15739,-18550,0
692,-4207,4380,-5152,-9418,559,-1212,9647,-8625,-3348,-8371,2689,-9154,2331,-4284,-94,-7727,-10844,8232,5948,-16482,-18174,0
693,-3674,4719,-4573,-9241,1120,-1181,9314,-8858,-3181,-8811,3246,-9590,2153,-5496,-430,-9405,-10685,8089,5448,-17075,-17810,0
694,-3279,5087,-4214,-9178,1397,-1168,8800,-9132,-3290,-9372,3402,-9951,1601,-6757,-1001,-11011,-10633,7828,4624,-17512,-17468,0
695,-3101,5392,-4142,-9273,1351,-1206,8117,-9501,-3738,-10077,3108,-10279,687,-8055,-1771,-12457,-10732,7412,3424,-17800,-17149,0
696,-3205,5530,-4392,-9562,976,-1341,7276,-10011,-4560,-10931,2370,-10621,-542,-9368,-2673,-13659,-11023,6816,1833,-17963,-16847,0
697,-3629,5411,-4964,-10063,289,-1614,6294,-10680,-5745,-11920,1249,-11008,-2004,-10667,-3622,-14553,-11526,6035,-114,-18030,-16555,0
698,-4372,4976,-5817,-10765,-664,-2032,5199,-11493,-7238,-13011,-152,-11440,-3604,-11911,-4537,-15105,-12237,5092,-2327,-18018,-16261,0
699,-5387,4219,-6869,-11621,-1802,-2573,4038,-12390,-8930,-14139,-1706,-11875,-5232,-13053,-5347,-15314,-13107,4040,-4664,-17927,-15955,0
700,-6581,3191,-8005,-12542,-3007,-3185,2883,-13277,-10671,-15216,-3269,-12239,-6777,-14036,-6002,-15207,-14048,2959,-6943,-17738,-15627,0
701,-7826,2003,-9098,-13413,-4139,-3802,1818,-14032,-12292,-16132,-4703,-12436,-8126,-14792,-6472,-14823,-14943,1932,-8974,-17425,-15272,0
702,-8983,803,-10028,-14109,-5073,-4363,927,-14530,-13638,-16776,-5887,-12376,-9176,-15257,-6741,-14218,-15665,1042,-10587,-16962,-14892,0
703,-9927,-243,-10710,-14521,-5736,-4823,272,-14665,-14593,-17053,-6736,-11982,-9851,-15367,-6808,-13433,-16101,347,-11663,-16338,-14496,0
704,-10568,-979,-11109,-14574,-6139,-5151,-127,-14364,-15102,-16906,-7216,-11211,-10114,-15075,-6681,-12510,-16176,-127,-12150,-15551,-14099,0
705,-10869,-1294,-11238,-14244,-6375,-5323,-295,-13603,-15179,-16333,-7346,-10048,-9979,-14364,-6377,-11482,-15869,-385,-12072,-14609,-13719,0
706,-10851,-1140,-11158,-13563,-6595,-5321,-303,-12414,-14897,-15384,-7195,-8520,-9508,-13252,-5925,-10374,-15208,-464,-11516,-13519,-13365,0
707,-10583,-555,-10952,-12610,-6955,-5135,-243,-10885,-14364,-14164,-6868,-6693,-8805,-11796,-5360,-9212,-14275,-423,-10618,-12289,-13036,0
708,-10175,339,-10706,-11503,-7561,-4775,-207,-9152,-13706,-12811,-6483,-4681,-7993,-10097,-4730,-8020,-13184,-341,-9538,-10936,-12718,0
709,-9750,1351,-10488,-10379,-8438,-4285,-258,-7385,-13034,-11472,-6147,-2636,-7196,-8281,-4084,-6827,-12068,-298,-8430,-9492,-12382,0
710,-9425,2267,-10340,-9365,-9522,-3740,-415,-5763,-12434,-10281,-5932,-730,-6504,-6487,-3465,-5661,-11050,-369,-7424,-8010,-11997,0
711,-9279,2902,-10272,-8555,-10687,-3231,-643,-4432,-11955,-9329,-5870,877,-5972,-4843,-2909,-4552,-10223,-604,-6602,-6557,-11538,0
712,-9332,3156,-10268,-7989,-11790,-2834,-863,-3476,-11608,-8645,-5947,2078,-5611,-3439,-2434,-3524,-9627,-1016,-5990,-5199,-10991,0
713,-9537,3052,-10291,-7644,-12707,-2575,-973,-2895,-11371,-8197,-6125,2851,-5394,-2316,-2045,-2595,-9242,-1570,-5565,-3978,-10363,0
714,-9788,2728,-10297,-7438,-13362,-2416,-874,-2607,-11198,-7895,-6350,3266,-5278,-1466,-1738,-1779,-8992,-2190,-5260,-2897,-9677,0
715,-9948,2399,-10239,-7258,-13722,-2260,-495,-2469,-11031,-7623,-6575,3463,-5214,-842,-1507,-1088,-8768,-2765,-4991,-1921,-8961,0
716,-9887,2291,-10079,-6991,-13790,-1985,177,-2316,-10809,-7265,-6765,3607,-5161,-371,-1351,-533,-8462,-3181,-4678,-995,-8246,0
717,-9514,2568,-9791,-6559,-13572,-1484,1114,-2023,-10479,-6740,-6902,3839,-5090,19,-1271,-123,-7996,-3337,-4261,-59,-7549,0
718,-8806,3293,-9368,-5940,-13068,-702,2240,-1515,-10000,-6015,-6977,4233,-4983,390,-1269,133,-7349,-3172,-3713,920,-6869,0
719,-7802,4415,-8818,-5169,-12267,356,3458,-801,-9346,-5115,-6980,4782,-4826,779,-1339,238,-6556,-2670,-3036,1945,-6195,0
720,-6591,5802,-8164,-4325,-11160,1628,4676,54,-8508,-4109,-6903,5414,-4608,1201,-1470,201,-5699,-1865,-2259,2987,-5503,0
721,-5284,7284,-7438,-3508,-9760,3028,5816,944,-7499,-3091,-6740,6021,-4328,1643,-1647,42,-4875,-827,-1429,4000,-4774,0
722,-3988,8702,-6677,-2803,-8120,4463,6825,1758,-6354,-2159,-6496,6502,-3999,2075,-1861,-220,-4171,351,-603,4937,-4001,0
723,-2789,9937,-5916,-2273,-6340,5854,7668,2404,-5125,-1402,-6192,6785,-3654,2447,-2117,-566,-3643,1568,162,5760,-3193,0
724,-1751,10912,-5183,-1940,-4561,7133,8320,2817,-3881,-882,-5867,6836,-3344,2705,-2433,-984,-3306,2731,817,6442,-2375,0
725,-919,11591,-4501,-1796,-2936,8240,8756,2969,-2696,-627,-5568,6661,-3121,2802,-2834,-1466,-3142,3769,1331,6961,-1580,0
726,-310,11968,-3884,-1813,-1608,9113,8952,2864,-1638,-635,-5330,6291,-3023,2714,-3334,-1995,-3112,4635,1700,7299,-841,0
727,72,12067,-3339,-1948,-681,9697,8892,2535,-759,-868,-5164,5773,-3048,2447,-3918,-2546,-3170,5318,1946,7437,-184,0
728,250,11944,-2873,-2158,-197,9956,8576,2042,-91,-1264,-5045,5164,-3153,2045,-4537,-3077,-3273,5828,2113,7363,377,0
729,270,11688,-2490,-2399,-138,9892,8038,1460,363,-1746,-4922,4527,-3260,1582,-5111,-3540,-3389,6199,2250,7079,838,0
730,199,11411,-2191,-2631,-431,9554,7342,874,618,-2231,-4728,3921,-3277,1133,-5550,-3891,-3492,6473,2397,6607,1203,0
731,110,11222,-1978,-2821,-962,9036,6588,359,708,-2654,-4408,3397,-3131,768,-5783,-4110,-3567,6695,2570,5987,1478,0
732,62,11199,-1848,-2940,-1600,8450,5889,-28,681,-2974,-3933,2981,-2795,525,-5781,-4212,-3600,6910,2766,5272,1674,0
733,86,11359,-1793,-2972,-2212,7906,5352,-267,589,-3176,-3310,2672,-2295,399,-5567,-4242,-3584,7155,2968,4516,1806,0
734,171,11651,-1803,-2912,-2681,7480,5050,-367,482,-3274,-2577,2444,-1705,357,-5214,-4271,-3517,7455,3157,3764,1892,0
735,272,11969,-1867,-2767,-2913,7200,5003,-367,404,-3301,-1796,2253,-1125,341,-4826,-4374,-3402,7823,3326,3043,1955,0
736,325,12191,-1976,-2553,-2852,7046,5171,-319,377,-3300,-1035,2062,-653,287,-4511,-4611,-3247,8246,3477,2370,2013,0
737,270,12218,-2129,-2293,-2481,6971,5468,-270,403,-3309,-356,1848,-358,143,-4361,-5008,-3061,8686,3615,1750,2077,0
738,72,12006,-2321,-2007,-1829,6913,5785,-254,462,-3360,189,1621,-265,-121,-4428,-5552,-2855,9086,3738,1188,2144,0
739,-267,11582,-2548,-1712,-967,6822,6025,-285,521,-3470,567,1422,-358,-510,-4718,-6190,-2635,9381,3829,691,2195,0
740,-704,11026,-2801,-1422,-6,6669,6130,-355,548,-3633,765,1294,-584,-1003,-5195,-6841,-2405,9514,3865,269,2197,0
741,-1174,10450,-3057,-1148,933,6450,6095,-453,529,-3834,792,1276,-875,-1562,-5783,-7410,-2169,9461,3823,-71,2116,0
742,-1596,9957,-3285,-903,1729,6183,5964,-571,472,-4050,681,1376,-1159,-2143,-6384,-7806,-1938,9236,3693,-331,1922,0
743,-1896,9624,-3451,-704,2295,5901,5809,-711,411,-4258,485,1555,-1378,-2707,-6897,-7963,-1730,8889,3483,-529,1600,0
744,-2022,9484,-3522,-575,2593,5644,5708,-892,391,-4448,267,1747,-1497,-3229,-7237,-7849,-1572,8492,3215,-690,1148,0
745,-1948,9536,-3478,-539,2636,5452,5717,-1137,451,-4617,89,1867,-1507,-3702,-7352,-7472,-1496,8123,2913,-846,575,0
746,-1679,9752,-3316,-613,2479,5358,5860,-1458,609,-4776,1,1848,-1419,-4124,-7229,-6874,-1527,7839,2596,-1022,-108,0
747,-1249,10091,-3058,-803,2195,5376,6128,-1850,853,-4934,24,1664,-1264,-4490,-6897,-6115,-1680,7675,2273,-1229,-894,0
748,-717,10503,-2743,-1102,1844,5494,6473,-2274,1136,-5100,154,1344,-1085,-4780,-6410,-5258,-1949,7630,1946,-1460,-1780,0
749,-168,10932,-2428,-1487,1452,5674,6822,-2674,1389,-5270,361,963,-927,-4954,-5832,-4351,-2316,7685,1621,-1692,-2767,0
750,301,11318,-2180,-1931,1002,5859,7071,-2978,1530,-5434,602,618,-831,-4955,-5223,-3421,-2753,7795,1322,-1893,-3852,0
751,594,11598,-2061,-2403,447,5988,7105,-3130,1481,-5585,834,404,-832,-4729,-4624,-2481,-3228,7908,1075,-2029,-5023,0
752,637,11725,-2118,-2880,-261,6018,6813,-3098,1189,-5720,1023,374,-950,-4238,-4062,-1539,-3718,7973,915,-2077,-6259,0
753,396,11674,-2367,-3341,-1145,5943,6124,-2886,637,-5846,1155,545,-1182,-3483,-3552,-611,-4200,7947,869,-2025,-7529,0
754,-107,11451,-2783,-3768,-2170,5795,5035,-2523,-142,-5973,1234,885,-1499,-2499,-3102,271,-4655,7815,944,-1876,-8804,0
755,-796,11095,-3298,-4137,-3252,5639,3639,-2052,-1060,-6100,1278,1347,-1844,-1357,-2723,1062,-5058,7601,1133,-1652,-10057,0
756,-1554,10660,-3808,-4417,-4272,5542,2120,-1512,-1987,-6207,1319,1879,-2139,-142,-2425,1711,-5377,7373,1419,-1388,-11273,0
757,-2254,10193,-4197,-4576,-5117,5558,720,-928,-2766,-6249,1384,2442,-2306,1056,-2217,2172,-5576,7240,1781,-1139,-12446,0
758,-2789,9724,-4363,-4586,-5716,5698,-313,-310,-3254,-6169,1489,3014,-2287,2155,-2110,2411,-5621,7316,2199,-966,-13576,0
759,-3099,9257,-4243,-4434,-6068,5936,-812,330,-3356,-5917,1628,3575,-2072,3077,-2113,2406,-5498,7692,2646,-933,-14668,0
760,-3178,8781,-3837,-4137,-6235,6210,-724,968,-3050,-5480,1768,4098,-1712,3748,-2245,2141,-5218,8390,3077,-1095,-15723,0
761,-3071,8286,-3204,-3738,-6324,6447,-140,1555,-2403,-4894,1856,4539,-1314,4094,-2527,1607,-4825,9345,3425,-1484,-16741,0
762,-2856,7777,-2453,-3309,-6442,6584,732,2029,-1559,-4250,1832,4842,-1013,4055,-2980,804,-4388,10401,3606,-2099,-17716,0
763,-2618,7278,-1717,-2929,-6664,6582,1631,2312,-694,-3673,1654,4953,-933,3605,-3611,-244,-3993,11348,3537,-2902,-18639,0
764,-2432,6827,-1116,-2673,-7008,6435,2316,2350,19,-3289,1313,4839,-1149,2761,-4395,-1478,-3718,11971,3169,-3819,-19494,0
765,-2346,6460,-735,-2588,-7431,6167,2634,2125,463,-3194,847,4499,-1663,1609,-5269,-2801,-3615,12106,2502,-4750,-20264,0
766,-2372,6201,-601,-2679,-7845,5832,2548,1663,592,-3415,329,3968,-2410,286,-6141,-4092,-3696,11681,1603,-5587,-20923,0
767,-2486,6061,-688,-2906,-8135,5498,2137,1032,444,-3918,-144,3303,-3275,-1043,-6905,-5227,-3925,10731,589,-6230,-21453,0
768,-2634,6045,-914,-3191,-8184,5236,1552,330,120,-4607,-490,2571,-4133,-2217,-7477,-6114,-4226,9388,-399,-6610,-21838,0
769,-2738,6163,-1176,-3436,-7894,5114,961,-348,-252,-5354,-658,1827,-4882,-3122,-7814,-6713,-4500,7846,-1226,-6699,-22080,0
770,-2716,6430,-1364,-3546,-7197,5172,499,-920,-547,-6032,-643,1113,-5453,-3701,-7923,-7047,-4652,6319,-1794,-6516,-22197,0
771,-2503,6866,-1393,-3455,-6076,5415,233,-1336,-670,-6537,-481,451,-5809,-3958,-7855,-7179,-4611,4996,-2054,-6127,-22226,0
772,-2066,7471,-1210,-3146,-4572,5804,165,-1582,-574,-6808,-235,-147,-5938,-3938,-7675,-7189,-4353,4011,-2005,-5632,-22209,0
773,-1427,8212,-817,-2655,-2798,6256,240,-1678,-263,-6836,30,-676,-5833,-3705,-7443,-7142,-3905,3426,-1689,-5143,-22190,0
774,-660,9013,-262,-2064,-930,6658,388,-1672,214,-6652,261,-1138,-5498,-3323,-7197,-7074,-3343,3225,-1174,-4767,-22198,0
775,115,9771,361,-1485,806,6901,536,-1626,776,-6328,422,-1543,-4954,-2853,-6949,-6991,-2774,3322,-552,-4589,-22245,0
776,770,10374,940,-1026,2181,6903,636,-1613,1319,-5956,501,-1915,-4254,-2352,-6700,-6887,-2308,3582,77,-4655,-22328,0
777,1188,10737,1355,-774,2996,6636,659,-1697,1738,-5640,502,-2293,-3482,-1887,-6453,-6761,-2038,3848,609,-4970,-22434,0
778,1295,10824,1513,-773,3131,6137,598,-1933,1941,-5472,439,-2715,-2747,-1528,-6219,-6628,-2015,3973,952,-5505,-22552,0
779,1076,10654,1362,-1015,2568,5504,455,-2344,1873,-5520,341,-3215,-2158,-1345,-6022,-6519,-2245,3853,1048,-6198,-22675,0
780,575,10289,910,-1451,1402,4863,251,-2927,1523,-5816,244,-3805,-1787,-1390,-5885,-6466,-2684,3442,872,-6975,-22805,0
781,-118,9815,220,-2003,-181,4337,21,-3647,938,-6347,192,-4470,-1655,-1678,-5816,-6484,-3256,2764,452,-7759,-22950,0
782,-887,9315,-600,-2580,-1936,4014,-175,-4444,209,-7058,230,-5169,-1717,-2182,-5807,-6561,-3869,1898,-145,-8483,-23114,0
783,-1615,8855,-1421,-3100,-3601,3928,-261,-5246,-542,-7866,395,-5844,-1881,-2831,-5827,-6655,-4432,965,-829,-9094,-23297,0
784,-2197,8484,-2120,-3502,-4943,4056,-154,-5977,-1190,-8678,702,-6428,-2035,-3523,-5832,-6708,-4873,92,-1504,-9560,-23489,0
785,-2560,8236,-2602,-3747,-5793,4337,205,-6572,-1629,-9404,1141,-6862,-2076,-4149,-5772,-6657,-5145,-606,-2090,-9860,-23676,0
786,-2666,8136,-2818,-3821,-6073,4697,833,-6978,-1801,-9982,1679,-7095,-1935,-4606,-5599,-6450,-5230,-1059,-2530,-9986,-23841,0
787,-2520,8199,-2775,-3734,-5804,5077,1687,-7169,-1698,-10375,2260,-7094,-1588,-4820,-5279,-6058,-5134,-1238,-2793,-9937,-23968,0
788,-2166,8419,-2522,-3512,-5101,5443,2664,-7137,-1368,-10581,2824,-6844,-1053,-4747,-4795,-5476,-4888,-1162,-2873,-9713,-24047,0
789,-1685,8762,-2146,-3195,-4152,5789,3631,-6895,-896,-10617,3317,-6348,-379,-4384,-4154,-4726,-4535,-882,-2781,-9324,-24070,0
790,-1180,9163,-1745,-2829,-3181,6122,4454,-6471,-387,-10511,3696,-5625,364,-3762,-3388,-3850,-4130,-464,-2546,-8789,-24031,0
791,-760,9531,-1413,-2462,-2402,6446,5035,-5899,52,-10292,3943,-4712,1100,-2941,-2557,-2907,-3727,34,-2208,-8145,-23926,0
792,-518,9774,-1220,-2135,-1985,6746,5335,-5214,336,-9978,4059,-3657,1753,-2000,-1740,-1965,-3376,571,-1819,-7443,-23757,0
